Country,Variable,YEA,Unit,Value
Brasile,"Renewable energy supply, % total energy supply",2009,Percentage,45.58
Brasile,"Renewable energy supply, % total energy supply",2010,Percentage,43.67
Brasile,"Renewable energy supply, % total energy supply",2011,Percentage,42.57
Brasile,"Renewable energy supply, % total energy supply",2012,Percentage,40.8
Brasile,"Renewable energy supply, % total energy supply",2013,Percentage,39.42
Brasile,"Renewable energy supply, % total energy supply",2014,Percentage,38.67
Brasile,"Renewable energy supply, % total energy supply",2015,Percentage,40.45
Brasile,"Renewable energy supply, % total energy supply",2016,Percentage,42.58
Brasile,"Renewable energy supply, % total energy supply",2017,Percentage,42.32
Brasile,"Renewable energy supply, % total energy supply",2018,Percentage,44.75
Brasile,"Renewable electricity, % total electricity generation",1995,Percentage,94.16
Brasile,"Renewable electricity, % total electricity generation",1996,Percentage,93.56
Brasile,"Renewable electricity, % total electricity generation",1997,Percentage,92.98
Brasile,"Renewable electricity, % total electricity generation",1998,Percentage,92.92
Brasile,"Renewable electricity, % total electricity generation",1999,Percentage,90.04
Brasile,"Renewable electricity, % total electricity generation",2000,Percentage,89.49
Brasile,"Renewable electricity, % total electricity generation",2001,Percentage,84.29
Brasile,"Renewable electricity, % total electricity generation",2002,Percentage,85.74
Brasile,"Renewable electricity, % total electricity generation",2003,Percentage,87.16
Brasile,"Renewable electricity, % total electricity generation",2004,Percentage,86.03
Brasile,"Renewable electricity, % total electricity generation",2005,Percentage,87.12
Brasile,"Renewable electricity, % total electricity generation",2006,Percentage,86.75
Brasile,"Renewable electricity, % total electricity generation",2007,Percentage,88.21
Brasile,"Renewable electricity, % total electricity generation",2008,Percentage,84.27
Brasile,"Renewable electricity, % total electricity generation",2009,Percentage,89
Brasile,"Renewable electricity, % total electricity generation",2010,Percentage,84.72
Brasile,"Renewable electricity, % total electricity generation",2011,Percentage,87.16
Brasile,"Renewable electricity, % total electricity generation",2012,Percentage,82.57
Brasile,"Renewable electricity, % total electricity generation",2013,Percentage,76.8
Brasile,"Renewable electricity, % total electricity generation",2014,Percentage,73.25
Brasile,"Renewable electricity, % total electricity generation",2015,Percentage,74.14
Brasile,"Renewable electricity, % total electricity generation",2016,Percentage,80.47
Brasile,"Renewable electricity, % total electricity generation",2017,Percentage,79.25
Brasile,"Renewable electricity, % total electricity generation",2018,Percentage,82.36
Brasile,"Environmentally related taxes, % GDP",1995,Percentage,0.35
Brasile,"Environmentally related taxes, % GDP",1996,Percentage,0.37
Brasile,"Environmentally related taxes, % GDP",1997,Percentage,0.4
Brasile,"Environmentally related taxes, % GDP",1998,Percentage,0.44
Brasile,"Environmentally related taxes, % GDP",1999,Percentage,0.41
Brasile,"Environmentally related taxes, % GDP",2000,Percentage,0.44
Brasile,"Environmentally related taxes, % GDP",2001,Percentage,1.05
Brasile,"Environmentally related taxes, % GDP",2002,Percentage,1.2
Brasile,"Environmentally related taxes, % GDP",2003,Percentage,1.11
Brasile,"Environmentally related taxes, % GDP",2004,Percentage,1.04
Brasile,"Environmentally related taxes, % GDP",2005,Percentage,1.1
Brasile,"Environmentally related taxes, % GDP",2006,Percentage,1.11
Brasile,"Environmentally related taxes, % GDP",2007,Percentage,1.14
Brasile,"Environmentally related taxes, % GDP",2008,Percentage,1.08
Brasile,"Environmentally related taxes, % GDP",2009,Percentage,0.94
Brasile,"Environmentally related taxes, % GDP",2010,Percentage,1.03
Brasile,"Environmentally related taxes, % GDP",2011,Percentage,1.05
Brasile,"Environmentally related taxes, % GDP",2012,Percentage,0.85
Brasile,"Environmentally related taxes, % GDP",2013,Percentage,0.77
Brasile,"Environmentally related taxes, % GDP",2014,Percentage,0.77
Brasile,"Environmentally related taxes, % GDP",2015,Percentage,0.85
Brasile,"Environmentally related taxes, % GDP",2016,Percentage,0.88
Brasile,"Environmentally related taxes, % GDP",2017,Percentage,0.86
Brasile,"Environmentally related taxes, % GDP",2018,Percentage,0.83
Brasile,Real GDP per capita,1995,US Dollar,10911.3
Brasile,Real GDP per capita,1996,US Dollar,11114.62
Brasile,Real GDP per capita,1997,US Dollar,11359.92
Brasile,Real GDP per capita,1998,US Dollar,11236.34
Brasile,Real GDP per capita,1999,US Dollar,11129.81
Brasile,Real GDP per capita,2000,US Dollar,11421.42
Brasile,Real GDP per capita,2001,US Dollar,11419.62
Brasile,Real GDP per capita,2002,US Dollar,11617.3
Brasile,Real GDP per capita,2003,US Dollar,11606.19
Brasile,Real GDP per capita,2004,US Dollar,12129.94
Brasile,Real GDP per capita,2005,US Dollar,12374.48
Brasile,Real GDP per capita,2006,US Dollar,12722.37
Brasile,Real GDP per capita,2007,US Dollar,13353.49
Brasile,Real GDP per capita,2008,US Dollar,13888.86
Brasile,Real GDP per capita,2009,US Dollar,13729.74
Brasile,Real GDP per capita,2010,US Dollar,14618.67
Brasile,Real GDP per capita,2011,US Dollar,15067.24
Brasile,Real GDP per capita,2012,US Dollar,15224.2
Brasile,Real GDP per capita,2013,US Dollar,15549.21
Brasile,Real GDP per capita,2014,US Dollar,15494.84
Brasile,Real GDP per capita,2015,US Dollar,14816.29
Brasile,Real GDP per capita,2016,US Dollar,14213.5
Brasile,Real GDP per capita,2017,US Dollar,14286.76
Brasile,Real GDP per capita,2018,US Dollar,13989.13
Cina,"Renewable energy supply, % total energy supply",1995,Percentage,21.3
Cina,"Renewable energy supply, % total energy supply",1996,Percentage,20.7
Cina,"Renewable energy supply, % total energy supply",1997,Percentage,20.83
Cina,"Renewable energy supply, % total energy supply",1998,Percentage,20.63
Cina,"Renewable energy supply, % total energy supply",1999,Percentage,20.17
Cina,"Renewable energy supply, % total energy supply",2000,Percentage,19.41
Cina,"Renewable energy supply, % total energy supply",2001,Percentage,18.54
Cina,"Renewable energy supply, % total energy supply",2002,Percentage,17.35
Cina,"Renewable energy supply, % total energy supply",2003,Percentage,14.77
Cina,"Renewable energy supply, % total energy supply",2004,Percentage,12.89
Cina,"Renewable energy supply, % total energy supply",2005,Percentage,11.67
Cina,"Renewable energy supply, % total energy supply",2006,Percentage,10.79
Cina,"Renewable energy supply, % total energy supply",2007,Percentage,9.74
Cina,"Renewable energy supply, % total energy supply",2008,Percentage,9.49
Cina,"Renewable energy supply, % total energy supply",2009,Percentage,8.91
Cina,"Renewable energy supply, % total energy supply",2010,Percentage,8.14
Cina,"Renewable energy supply, % total energy supply",2011,Percentage,7.46
Cina,"Renewable energy supply, % total energy supply",2012,Percentage,7.69
Cina,"Renewable energy supply, % total energy supply",2013,Percentage,7.76
Cina,"Renewable energy supply, % total energy supply",2014,Percentage,8.16
Cina,"Renewable energy supply, % total energy supply",2015,Percentage,8.46
Cina,"Renewable energy supply, % total energy supply",2016,Percentage,8.92
Cina,"Renewable energy supply, % total energy supply",2017,Percentage,9.18
Cina,"Renewable energy supply, % total energy supply",2018,Percentage,9.36
Cina,"Renewable electricity, % total electricity generation",1995,Percentage,19.21
Cina,"Renewable electricity, % total electricity generation",1996,Percentage,17.55
Cina,"Renewable electricity, % total electricity generation",1997,Percentage,17.51
Cina,"Renewable electricity, % total electricity generation",1998,Percentage,18.06
Cina,"Renewable electricity, % total electricity generation",1999,Percentage,16.68
Cina,"Renewable electricity, % total electricity generation",2000,Percentage,16.64
Cina,"Renewable electricity, % total electricity generation",2001,Percentage,18.96
Cina,"Renewable electricity, % total electricity generation",2002,Percentage,17.62
Cina,"Renewable electricity, % total electricity generation",2003,Percentage,15.04
Cina,"Renewable electricity, % total electricity generation",2004,Percentage,16.22
Cina,"Renewable electricity, % total electricity generation",2005,Percentage,16.18
Cina,"Renewable electricity, % total electricity generation",2006,Percentage,15.59
Cina,"Renewable electricity, % total electricity generation",2007,Percentage,15.26
Cina,"Renewable electricity, % total electricity generation",2008,Percentage,17.74
Cina,"Renewable electricity, % total electricity generation",2009,Percentage,17.86
Cina,"Renewable electricity, % total electricity generation",2010,Percentage,18.62
Cina,"Renewable electricity, % total electricity generation",2011,Percentage,16.76
Cina,"Renewable electricity, % total electricity generation",2012,Percentage,19.97
Cina,"Renewable electricity, % total electricity generation",2013,Percentage,20.3
Cina,"Renewable electricity, % total electricity generation",2014,Percentage,22.19
Cina,"Renewable electricity, % total electricity generation",2015,Percentage,23.85
Cina,"Renewable electricity, % total electricity generation",2016,Percentage,24.67
Cina,"Renewable electricity, % total electricity generation",2017,Percentage,24.84
Cina,"Renewable electricity, % total electricity generation",2018,Percentage,25.78
Cina,"Environmentally related taxes, % GDP",1998,Percentage,0.15
Cina,"Environmentally related taxes, % GDP",1999,Percentage,0.19
Cina,"Environmentally related taxes, % GDP",2000,Percentage,0.41
Cina,"Environmentally related taxes, % GDP",2001,Percentage,0.66
Cina,"Environmentally related taxes, % GDP",2002,Percentage,0.7
Cina,"Environmentally related taxes, % GDP",2003,Percentage,0.79
Cina,"Environmentally related taxes, % GDP",2004,Percentage,1.08
Cina,"Environmentally related taxes, % GDP",2005,Percentage,1.03
Cina,"Environmentally related taxes, % GDP",2006,Percentage,1.02
Cina,"Environmentally related taxes, % GDP",2007,Percentage,0.99
Cina,"Environmentally related taxes, % GDP",2008,Percentage,1.06
Cina,"Environmentally related taxes, % GDP",2009,Percentage,1.56
Cina,"Environmentally related taxes, % GDP",2010,Percentage,1.68
Cina,"Environmentally related taxes, % GDP",2011,Percentage,1.61
Cina,"Environmentally related taxes, % GDP",2012,Percentage,1.68
Cina,"Environmentally related taxes, % GDP",2013,Percentage,1.05
Cina,"Environmentally related taxes, % GDP",2014,Percentage,1.08
Cina,"Environmentally related taxes, % GDP",2015,Percentage,1.02
Cina,"Environmentally related taxes, % GDP",2016,Percentage,0.89
Cina,"Environmentally related taxes, % GDP",2017,Percentage,0.94
Cina,"Environmentally related taxes, % GDP",2018,Percentage,0.92
Cina,Real GDP per capita,1995,US Dollar,2374.47
Cina,Real GDP per capita,1996,US Dollar,2587.74
Cina,Real GDP per capita,1997,US Dollar,2803.55
Cina,Real GDP per capita,1998,US Dollar,2999.78
Cina,Real GDP per capita,1999,US Dollar,3205.59
Cina,Real GDP per capita,2000,US Dollar,3453.39
Cina,Real GDP per capita,2001,US Dollar,3716.55
Cina,Real GDP per capita,2002,US Dollar,4030.5
Cina,Real GDP per capita,2003,US Dollar,4408.27
Cina,Real GDP per capita,2004,US Dollar,4825.56
Cina,Real GDP per capita,2005,US Dollar,5344.35
Cina,Real GDP per capita,2006,US Dollar,5989.85
Cina,Real GDP per capita,2007,US Dollar,6803.69
Cina,Real GDP per capita,2008,US Dollar,7418.54
Cina,Real GDP per capita,2009,US Dollar,8070.48
Cina,Real GDP per capita,2010,US Dollar,8879
Cina,Real GDP per capita,2011,US Dollar,9672.69
Cina,Real GDP per capita,2012,US Dollar,10375.22
Cina,Real GDP per capita,2013,US Dollar,11119.31
Cina,Real GDP per capita,2014,US Dollar,11880.39
Cina,Real GDP per capita,2015,US Dollar,12650.09
Cina,Real GDP per capita,2016,US Dollar,13447.63
Cina,Real GDP per capita,2017,US Dollar,14311.29
Cina,Real GDP per capita,2018,US Dollar,15206.37
India,"Renewable energy supply, % total energy supply",1995,Percentage,35.28
India,"Renewable energy supply, % total energy supply",1996,Percentage,34.74
India,"Renewable energy supply, % total energy supply",1997,Percentage,33.93
India,"Renewable energy supply, % total energy supply",1998,Percentage,33.65
India,"Renewable energy supply, % total energy supply",1999,Percentage,32.14
India,"Renewable energy supply, % total energy supply",2000,Percentage,31.68
India,"Renewable energy supply, % total energy supply",2001,Percentage,31.66
India,"Renewable energy supply, % total energy supply",2002,Percentage,30.87
India,"Renewable energy supply, % total energy supply",2003,Percentage,30.76
India,"Renewable energy supply, % total energy supply",2004,Percentage,29.89
India,"Renewable energy supply, % total energy supply",2005,Percentage,29.65
India,"Renewable energy supply, % total energy supply",2006,Percentage,29.01
India,"Renewable energy supply, % total energy supply",2007,Percentage,28.17
India,"Renewable energy supply, % total energy supply",2008,Percentage,26.97
India,"Renewable energy supply, % total energy supply",2009,Percentage,25.04
India,"Renewable energy supply, % total energy supply",2010,Percentage,24.62
India,"Renewable energy supply, % total energy supply",2011,Percentage,24.28
India,"Renewable energy supply, % total energy supply",2012,Percentage,23.3
India,"Renewable energy supply, % total energy supply",2013,Percentage,23.6
India,"Renewable energy supply, % total energy supply",2014,Percentage,22.61
India,"Renewable energy supply, % total energy supply",2015,Percentage,22.47
India,"Renewable energy supply, % total energy supply",2016,Percentage,23.08
India,"Renewable energy supply, % total energy supply",2017,Percentage,23.15
India,"Renewable energy supply, % total energy supply",2018,Percentage,22.88
India,"Renewable electricity, % total electricity generation",1995,Percentage,17.49
India,"Renewable electricity, % total electricity generation",1996,Percentage,16.01
India,"Renewable electricity, % total electricity generation",1997,Percentage,16.27
India,"Renewable electricity, % total electricity generation",1998,Percentage,16.95
India,"Renewable electricity, % total electricity generation",1999,Percentage,15.37
India,"Renewable electricity, % total electricity generation",2000,Percentage,13.61
India,"Renewable electricity, % total electricity generation",2001,Percentage,13.19
India,"Renewable electricity, % total electricity generation",2002,Percentage,12.11
India,"Renewable electricity, % total electricity generation",2003,Percentage,13.43
India,"Renewable electricity, % total electricity generation",2004,Percentage,14.65
India,"Renewable electricity, % total electricity generation",2005,Percentage,16.86
India,"Renewable electricity, % total electricity generation",2006,Percentage,18.05
India,"Renewable electricity, % total electricity generation",2007,Percentage,18.38
India,"Renewable electricity, % total electricity generation",2008,Percentage,16.8
India,"Renewable electricity, % total electricity generation",2009,Percentage,15.87
India,"Renewable electricity, % total electricity generation",2010,Percentage,16.56
India,"Renewable electricity, % total electricity generation",2011,Percentage,17.7
India,"Renewable electricity, % total electricity generation",2012,Percentage,16.11
India,"Renewable electricity, % total electricity generation",2013,Percentage,17.62
India,"Renewable electricity, % total electricity generation",2014,Percentage,16.49
India,"Renewable electricity, % total electricity generation",2015,Percentage,15.3
India,"Renewable electricity, % total electricity generation",2016,Percentage,16.08
India,"Renewable electricity, % total electricity generation",2017,Percentage,16.93
India,"Renewable electricity, % total electricity generation",2018,Percentage,17.91
India,Real GDP per capita,1995,US Dollar,1931.09
India,Real GDP per capita,1996,US Dollar,2037.89
India,Real GDP per capita,1997,US Dollar,2081.15
India,Real GDP per capita,1998,US Dollar,2169.58
India,Real GDP per capita,1999,US Dollar,2319.24
India,Real GDP per capita,2000,US Dollar,2366.11
India,Real GDP per capita,2001,US Dollar,2437.74
India,Real GDP per capita,2002,US Dollar,2488.08
India,Real GDP per capita,2003,US Dollar,2639.7
India,Real GDP per capita,2004,US Dollar,2803.19
India,Real GDP per capita,2005,US Dollar,3015.45
India,Real GDP per capita,2006,US Dollar,3244.26
India,Real GDP per capita,2007,US Dollar,3508.89
India,Real GDP per capita,2008,US Dollar,3592.4
India,Real GDP per capita,2009,US Dollar,3842.45
India,Real GDP per capita,2010,US Dollar,4179.85
India,Real GDP per capita,2011,US Dollar,4400.26
India,Real GDP per capita,2012,US Dollar,4583.56
India,Real GDP per capita,2013,US Dollar,4818.93
India,Real GDP per capita,2014,US Dollar,5117.06
India,Real GDP per capita,2015,US Dollar,5464.86
India,Real GDP per capita,2016,US Dollar,5851.89
India,Real GDP per capita,2017,US Dollar,6183.45
India,Real GDP per capita,2018,US Dollar,6519.4
Indonesia,"Renewable energy supply, % total energy supply",1995,Percentage,39.41
Indonesia,"Renewable energy supply, % total energy supply",1996,Percentage,38.49
Indonesia,"Renewable energy supply, % total energy supply",1997,Percentage,37.96
Indonesia,"Renewable energy supply, % total energy supply",1998,Percentage,39.34
Indonesia,"Renewable energy supply, % total energy supply",1999,Percentage,37.79
Indonesia,"Renewable energy supply, % total energy supply",2000,Percentage,38.05
Indonesia,"Renewable energy supply, % total energy supply",2001,Percentage,38.5
Indonesia,"Renewable energy supply, % total energy supply",2002,Percentage,37.36
Indonesia,"Renewable energy supply, % total energy supply",2003,Percentage,37.41
Indonesia,"Renewable energy supply, % total energy supply",2004,Percentage,35.49
Indonesia,"Renewable energy supply, % total energy supply",2005,Percentage,34.81
Indonesia,"Renewable energy supply, % total energy supply",2006,Percentage,34.59
Indonesia,"Renewable energy supply, % total energy supply",2007,Percentage,35.23
Indonesia,"Renewable energy supply, % total energy supply",2008,Percentage,35.87
Indonesia,"Renewable energy supply, % total energy supply",2009,Percentage,33.52
Indonesia,"Renewable energy supply, % total energy supply",2010,Percentage,32.37
Indonesia,"Renewable energy supply, % total energy supply",2011,Percentage,30.9
Indonesia,"Renewable energy supply, % total energy supply",2012,Percentage,29.99
Indonesia,"Renewable energy supply, % total energy supply",2013,Percentage,30.16
Indonesia,"Renewable energy supply, % total energy supply",2014,Percentage,29
Indonesia,"Renewable energy supply, % total energy supply",2015,Percentage,27.18
Indonesia,"Renewable energy supply, % total energy supply",2016,Percentage,26.97
Indonesia,"Renewable energy supply, % total energy supply",2017,Percentage,26.14
Indonesia,"Renewable energy supply, % total energy supply",2018,Percentage,26.01
Indonesia,"Renewable electricity, % total electricity generation",1995,Percentage,16.46
Indonesia,"Renewable electricity, % total electricity generation",1996,Percentage,15.53
Indonesia,"Renewable electricity, % total electricity generation",1997,Percentage,10.34
Indonesia,"Renewable electricity, % total electricity generation",1998,Percentage,15.77
Indonesia,"Renewable electricity, % total electricity generation",1999,Percentage,14.12
Indonesia,"Renewable electricity, % total electricity generation",2000,Percentage,15.96
Indonesia,"Renewable electricity, % total electricity generation",2001,Percentage,17.47
Indonesia,"Renewable electricity, % total electricity generation",2002,Percentage,14.95
Indonesia,"Renewable electricity, % total electricity generation",2003,Percentage,13.64
Indonesia,"Renewable electricity, % total electricity generation",2004,Percentage,13.61
Indonesia,"Renewable electricity, % total electricity generation",2005,Percentage,13.61
Indonesia,"Renewable electricity, % total electricity generation",2006,Percentage,12.26
Indonesia,"Renewable electricity, % total electricity generation",2007,Percentage,12.9
Indonesia,"Renewable electricity, % total electricity generation",2008,Percentage,13.32
Indonesia,"Renewable electricity, % total electricity generation",2009,Percentage,13.23
Indonesia,"Renewable electricity, % total electricity generation",2010,Percentage,15.85
Indonesia,"Renewable electricity, % total electricity generation",2011,Percentage,11.99
Indonesia,"Renewable electricity, % total electricity generation",2012,Percentage,11.24
Indonesia,"Renewable electricity, % total electricity generation",2013,Percentage,12.27
Indonesia,"Renewable electricity, % total electricity generation",2014,Percentage,11.48
Indonesia,"Renewable electricity, % total electricity generation",2015,Percentage,10.65
Indonesia,"Renewable electricity, % total electricity generation",2016,Percentage,12.57
Indonesia,"Renewable electricity, % total electricity generation",2017,Percentage,12.66
Indonesia,"Renewable electricity, % total electricity generation",2018,Percentage,17.43
Indonesia,Real GDP per capita,1995,US Dollar,5936.01
Indonesia,Real GDP per capita,1996,US Dollar,6305.09
Indonesia,Real GDP per capita,1997,US Dollar,6506.22
Indonesia,Real GDP per capita,1998,US Dollar,5572.54
Indonesia,Real GDP per capita,1999,US Dollar,5538.8
Indonesia,Real GDP per capita,2000,US Dollar,5731.67
Indonesia,Real GDP per capita,2001,US Dollar,5859.79
Indonesia,Real GDP per capita,2002,US Dollar,6040.89
Indonesia,Real GDP per capita,2003,US Dollar,6244.87
Indonesia,Real GDP per capita,2004,US Dollar,6471.61
Indonesia,Real GDP per capita,2005,US Dollar,6749.22
Indonesia,Real GDP per capita,2006,US Dollar,7026.44
Indonesia,Real GDP per capita,2007,US Dollar,7374
Indonesia,Real GDP per capita,2008,US Dollar,7714.68
Indonesia,Real GDP per capita,2009,US Dollar,7970.75
Indonesia,Real GDP per capita,2010,US Dollar,8366.42
Indonesia,Real GDP per capita,2011,US Dollar,8763.69
Indonesia,Real GDP per capita,2012,US Dollar,9167.38
Indonesia,Real GDP per capita,2013,US Dollar,9547.96
Indonesia,Real GDP per capita,2014,US Dollar,9895.42
Indonesia,Real GDP per capita,2015,US Dollar,10359.28
Indonesia,Real GDP per capita,2016,US Dollar,10758.24
Indonesia,Real GDP per capita,2017,US Dollar,11180.01
Indonesia,Real GDP per capita,2018,US Dollar,11633.59
Russia,"Renewable energy supply, % total energy supply",1995,Percentage,3.35
Russia,"Renewable energy supply, % total energy supply",1996,Percentage,2.93
Russia,"Renewable energy supply, % total energy supply",1997,Percentage,3
Russia,"Renewable energy supply, % total energy supply",1998,Percentage,2.96
Russia,"Renewable energy supply, % total energy supply",1999,Percentage,3.09
Russia,"Renewable energy supply, % total energy supply",2000,Percentage,2.91
Russia,"Renewable energy supply, % total energy supply",2001,Percentage,3
Russia,"Renewable energy supply, % total energy supply",2002,Percentage,2.84
Russia,"Renewable energy supply, % total energy supply",2003,Percentage,2.67
Russia,"Renewable energy supply, % total energy supply",2004,Percentage,2.92
Russia,"Renewable energy supply, % total energy supply",2005,Percentage,2.87
Russia,"Renewable energy supply, % total energy supply",2006,Percentage,2.81
Russia,"Renewable energy supply, % total energy supply",2007,Percentage,2.88
Russia,"Renewable energy supply, % total energy supply",2008,Percentage,2.58
Russia,"Renewable energy supply, % total energy supply",2009,Percentage,2.83
Russia,"Renewable energy supply, % total energy supply",2010,Percentage,2.55
Russia,"Renewable energy supply, % total energy supply",2011,Percentage,2.48
Russia,"Renewable energy supply, % total energy supply",2012,Percentage,2.46
Russia,"Renewable energy supply, % total energy supply",2013,Percentage,2.66
Russia,"Renewable energy supply, % total energy supply",2014,Percentage,2.55
Russia,"Renewable energy supply, % total energy supply",2015,Percentage,2.53
Russia,"Renewable energy supply, % total energy supply",2016,Percentage,2.66
Russia,"Renewable energy supply, % total energy supply",2017,Percentage,2.58
Russia,"Renewable energy supply, % total energy supply",2018,Percentage,2.51
Russia,"Renewable electricity, % total electricity generation",1995,Percentage,20.43
Russia,"Renewable electricity, % total electricity generation",1996,Percentage,18.13
Russia,"Renewable electricity, % total electricity generation",1997,Percentage,18.8
Russia,"Renewable electricity, % total electricity generation",1998,Percentage,19.19
Russia,"Renewable electricity, % total electricity generation",1999,Percentage,18.99
Russia,"Renewable electricity, % total electricity generation",2000,Percentage,18.73
Russia,"Renewable electricity, % total electricity generation",2001,Percentage,19.57
Russia,"Renewable electricity, % total electricity generation",2002,Percentage,18.26
Russia,"Renewable electricity, % total electricity generation",2003,Percentage,17.08
Russia,"Renewable electricity, % total electricity generation",2004,Percentage,18.96
Russia,"Renewable electricity, % total electricity generation",2005,Percentage,18.2
Russia,"Renewable electricity, % total electricity generation",2006,Percentage,17.49
Russia,"Renewable electricity, % total electricity generation",2007,Percentage,17.52
Russia,"Renewable electricity, % total electricity generation",2008,Percentage,15.91
Russia,"Renewable electricity, % total electricity generation",2009,Percentage,17.64
Russia,"Renewable electricity, % total electricity generation",2010,Percentage,16.12
Russia,"Renewable electricity, % total electricity generation",2011,Percentage,15.8
Russia,"Renewable electricity, % total electricity generation",2012,Percentage,15.56
Russia,"Renewable electricity, % total electricity generation",2013,Percentage,17.17
Russia,"Renewable electricity, % total electricity generation",2014,Percentage,16.57
Russia,"Renewable electricity, % total electricity generation",2015,Percentage,15.86
Russia,"Renewable electricity, % total electricity generation",2016,Percentage,17.05
Russia,"Renewable electricity, % total electricity generation",2017,Percentage,17.05
Russia,"Renewable electricity, % total electricity generation",2018,Percentage,17.3
Russia,Real GDP per capita,1995,US Dollar,12569.65
Russia,Real GDP per capita,1996,US Dollar,12133.8
Russia,Real GDP per capita,1997,US Dollar,12321.74
Russia,Real GDP per capita,1998,US Dollar,11682.48
Russia,Real GDP per capita,1999,US Dollar,12462.93
Russia,Real GDP per capita,2000,US Dollar,13772.72
Russia,Real GDP per capita,2001,US Dollar,14535.42
Russia,Real GDP per capita,2002,US Dollar,15295.15
Russia,Real GDP per capita,2003,US Dollar,16495.13
Russia,Real GDP per capita,2004,US Dollar,17770.35
Russia,Real GDP per capita,2005,US Dollar,18996.85
Russia,Real GDP per capita,2006,US Dollar,20636.1
Russia,Real GDP per capita,2007,US Dollar,22456.09
Russia,Real GDP per capita,2008,US Dollar,23660.97
Russia,Real GDP per capita,2009,US Dollar,21817.72
Russia,Real GDP per capita,2010,US Dollar,22723.35
Russia,Real GDP per capita,2011,US Dollar,23597.7
Russia,Real GDP per capita,2012,US Dollar,24506.01
Russia,Real GDP per capita,2013,US Dollar,24883.14
Russia,Real GDP per capita,2014,US Dollar,25011.86
Russia,Real GDP per capita,2015,US Dollar,24085.31
Russia,Real GDP per capita,2016,US Dollar,24087.78
Russia,Real GDP per capita,2017,US Dollar,24499.53
Russia,Real GDP per capita,2018,US Dollar,25189.33
Sud Africa,"Renewable energy supply, % total energy supply",1995,Percentage,11.09
Sud Africa,"Renewable energy supply, % total energy supply",1996,Percentage,11.02
Sud Africa,"Renewable energy supply, % total energy supply",1997,Percentage,11.04
Sud Africa,"Renewable energy supply, % total energy supply",1998,Percentage,10.99
Sud Africa,"Renewable energy supply, % total energy supply",1999,Percentage,11.01
Sud Africa,"Renewable energy supply, % total energy supply",2000,Percentage,9.99
Sud Africa,"Renewable energy supply, % total energy supply",2001,Percentage,9.8
Sud Africa,"Renewable energy supply, % total energy supply",2002,Percentage,9.97
Sud Africa,"Renewable energy supply, % total energy supply",2003,Percentage,8.49
Sud Africa,"Renewable energy supply, % total energy supply",2004,Percentage,7.63
Sud Africa,"Renewable energy supply, % total energy supply",2005,Percentage,7.27
Sud Africa,"Renewable energy supply, % total energy supply",2006,Percentage,6.8
Sud Africa,"Renewable energy supply, % total energy supply",2007,Percentage,6.06
Sud Africa,"Renewable energy supply, % total energy supply",2008,Percentage,6.38
Sud Africa,"Renewable energy supply, % total energy supply",2009,Percentage,6.25
Sud Africa,"Renewable energy supply, % total energy supply",2010,Percentage,6.08
Sud Africa,"Renewable energy supply, % total energy supply",2011,Percentage,5.71
Sud Africa,"Renewable energy supply, % total energy supply",2012,Percentage,5.64
Sud Africa,"Renewable energy supply, % total energy supply",2013,Percentage,5.47
Sud Africa,"Renewable energy supply, % total energy supply",2014,Percentage,4.94
Sud Africa,"Renewable energy supply, % total energy supply",2015,Percentage,5.19
Sud Africa,"Renewable energy supply, % total energy supply",2016,Percentage,5.1
Sud Africa,"Renewable energy supply, % total energy supply",2017,Percentage,5.57
Sud Africa,"Renewable energy supply, % total energy supply",2018,Percentage,5.57
Sud Africa,"Renewable electricity, % total electricity generation",1995,Percentage,0.29
Sud Africa,"Renewable electricity, % total electricity generation",1996,Percentage,0.69
Sud Africa,"Renewable electricity, % total electricity generation",1997,Percentage,1.08
Sud Africa,"Renewable electricity, % total electricity generation",1998,Percentage,0.9
Sud Africa,"Renewable electricity, % total electricity generation",1999,Percentage,0.46
Sud Africa,"Renewable electricity, % total electricity generation",2000,Percentage,0.68
Sud Africa,"Renewable electricity, % total electricity generation",2001,Percentage,1.1
Sud Africa,"Renewable electricity, % total electricity generation",2002,Percentage,1.21
Sud Africa,"Renewable electricity, % total electricity generation",2003,Percentage,0.42
Sud Africa,"Renewable electricity, % total electricity generation",2004,Percentage,0.5
Sud Africa,"Renewable electricity, % total electricity generation",2005,Percentage,0.67
Sud Africa,"Renewable electricity, % total electricity generation",2006,Percentage,1.26
Sud Africa,"Renewable electricity, % total electricity generation",2007,Percentage,0.43
Sud Africa,"Renewable electricity, % total electricity generation",2008,Percentage,0.57
Sud Africa,"Renewable electricity, % total electricity generation",2009,Percentage,0.67
Sud Africa,"Renewable electricity, % total electricity generation",2010,Percentage,0.92
Sud Africa,"Renewable electricity, % total electricity generation",2011,Percentage,0.89
Sud Africa,"Renewable electricity, % total electricity generation",2012,Percentage,0.57
Sud Africa,"Renewable electricity, % total electricity generation",2013,Percentage,0.55
Sud Africa,"Renewable electricity, % total electricity generation",2014,Percentage,1.28
Sud Africa,"Renewable electricity, % total electricity generation",2015,Percentage,2.33
Sud Africa,"Renewable electricity, % total electricity generation",2016,Percentage,3.09
Sud Africa,"Renewable electricity, % total electricity generation",2017,Percentage,3.99
Sud Africa,"Renewable electricity, % total electricity generation",2018,Percentage,4.83
Sud Africa,"Environmentally related taxes, % GDP",1995,Percentage,1.93
